,Id,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
539,540,20,,11423,,Reg,Gtl,CollgCr,1Story,8,5,2001,2002,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,Ex,Y,1601,0,0,1601,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,2001.0,RFn,670.0,TA,TA,180,0,0,0,0,0,,MnPrv,Shed,2000,5,2010,272000.0
540,541,20,85.0,14601,,Reg,Gtl,Timber,1Story,9,5,2006,2006,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0.0,578.0,Ex,Y,1838,0,0,1838,1.0,0.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,2006.0,Fin,765.0,TA,TA,270,68,0,0,0,0,,,,0,3,2009,315000.0
541,542,60,,11000,,Reg,Gtl,NoRidge,2Story,8,5,2000,2000,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,969.0,Ex,Y,997,1288,0,2285,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,2000.0,Fin,648.0,TA,TA,0,56,0,0,0,0,,,,0,6,2007,248000.0
542,543,20,78.0,10140,,Reg,Gtl,NWAmes,1Story,7,5,1998,1999,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,Ex,Y,1680,0,0,1680,1.0,0.0,2,0,3,1,Gd,Maj1,1,TA,Attchd,1998.0,Fin,583.0,TA,TA,78,73,0,0,0,0,,,,0,6,2009,213250.0
543,544,120,34.0,4058,,Reg,Gtl,NAmes,SFoyer,7,5,1998,1998,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584.0,LwQ,139.0,0.0,Ex,Y,767,0,0,767,1.0,0.0,1,0,1,1,TA,Typ,0,,Attchd,1998.0,Fin,367.0,TA,TA,120,40,0,0,0,0,,,,0,6,2007,133000.0
544,545,60,58.0,17104,,IR1,Gtl,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554.0,Unf,0.0,100.0,Ex,Y,664,832,0,1496,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,426.0,TA,TA,100,24,0,0,0,0,,,,0,9,2006,179665.0
545,546,50,,13837,,IR1,Gtl,NWAmes,1.5Fin,7,5,1988,1988,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,Gd,Y,1377,806,0,2183,0.0,0.0,2,1,4,1,Gd,Typ,0,,Attchd,1988.0,Unf,786.0,TA,TA,0,0,0,0,0,0,,,,0,2,2006,229000.0
546,547,50,70.0,8737,,IR1,Gtl,BrkSide,1.5Fin,6,7,1923,1950,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0.0,765.0,Ex,Y,915,720,0,1635,0.0,0.0,1,1,3,1,TA,Typ,1,Gd,Detchd,1950.0,Unf,440.0,TA,TA,0,38,0,144,0,0,,,,0,5,2007,210000.0
547,548,85,54.0,7244,,Reg,Gtl,Mitchel,SFoyer,5,7,1970,1970,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619.0,Unf,0.0,149.0,Ex,Y,768,0,0,768,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1987.0,Unf,624.0,TA,TA,104,0,0,0,0,0,,,,0,4,2007,129500.0
548,549,20,49.0,8235,,IR1,Gtl,OldTown,1Story,5,7,1955,1995,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,TA,Y,825,0,0,825,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1963.0,RFn,720.0,TA,TA,140,50,0,0,0,0,,MnPrv,,0,6,2008,125000.0
549,550,60,75.0,9375,,Reg,Gtl,Somerst,2Story,7,5,2003,2004,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,Ex,Y,912,1182,0,2094,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,2003.0,Fin,615.0,TA,TA,182,182,0,0,0,0,,,,0,11,2009,263000.0
550,551,120,53.0,4043,,Reg,Gtl,NPkVill,1Story,6,6,1977,1977,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0.0,510.0,TA,Y,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,Typ,0,,Attchd,1977.0,RFn,440.0,TA,TA,0,55,0,0,200,0,,,,0,10,2008,140000.0
551,552,20,50.0,6000,,Reg,Gtl,OldTown,1Story,5,6,1957,1957,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,620.0,Gd,Y,928,0,0,928,0.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1957.0,Fin,288.0,TA,TA,0,0,0,0,0,0,,,,0,6,2008,112500.0
552,553,20,87.0,11146,,IR1,Gtl,NridgHt,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1709.0,Ex,Y,1717,0,0,1717,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,908.0,TA,TA,169,39,0,0,0,0,,,,0,7,2009,255500.0
553,554,20,67.0,8777,,Reg,Gtl,Edwards,1Story,4,5,1949,2003,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,Ex,Y,1126,0,0,1126,0.0,0.0,2,0,2,1,Gd,Typ,0,,Detchd,2002.0,Fin,520.0,TA,TA,0,96,0,0,0,0,,MnPrv,,0,5,2009,108000.0
554,555,60,85.0,10625,,Reg,Gtl,NridgHt,2Story,7,5,2003,2004,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,Ex,Y,1006,1040,0,2046,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,2003.0,RFn,871.0,TA,TA,320,62,0,0,0,0,,,,0,8,2008,284000.0
555,556,45,58.0,6380,,Reg,Gtl,BrkSide,1.5Unf,5,6,1922,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,993.0,TA,Y,1048,0,0,1048,0.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,1922.0,Unf,280.0,TA,TA,0,0,116,0,0,0,,,,0,8,2006,113000.0
556,557,20,69.0,14850,,IR1,Gtl,NAmes,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,TA,Y,1092,0,0,1092,1.0,0.0,1,0,2,1,TA,Typ,1,TA,Attchd,1957.0,Fin,299.0,TA,TA,268,0,0,0,122,0,,MnWw,,0,5,2006,141000.0
557,558,50,60.0,11040,,Reg,Mod,IDOTRR,1.5Fin,4,6,1920,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,Gd,Y,897,439,0,1336,0.0,0.0,1,1,3,1,TA,Typ,0,,CarPort,1994.0,Unf,570.0,TA,TA,0,47,120,0,0,0,,,,0,9,2006,108000.0
558,559,60,57.0,21872,,IR2,Gtl,Gilbert,2Story,7,5,1996,1997,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0.0,125.0,Ex,Y,729,717,0,1446,0.0,1.0,2,1,3,1,TA,Typ,1,TA,Attchd,1996.0,Unf,406.0,TA,TA,264,22,0,0,0,0,,,,0,8,2008,175000.0
559,560,120,,3196,,Reg,Gtl,Blmngtn,1Story,7,5,2003,2004,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,Ex,Y,1557,0,0,1557,0.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,2003.0,Fin,420.0,TA,TA,143,20,0,0,0,0,,,,0,10,2006,234000.0
560,561,20,,11341,,IR1,Gtl,Sawyer,1Story,5,6,1957,1996,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,TA,Y,1392,0,0,1392,1.0,0.0,1,1,3,1,TA,Mod,1,Gd,Detchd,1957.0,Unf,528.0,TA,TA,0,0,0,0,95,0,,,,0,5,2010,121500.0
561,562,20,77.0,10010,,Reg,Mod,Mitchel,1Story,5,5,1974,1975,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,195.0,Gd,Y,1389,0,0,1389,1.0,0.0,1,0,2,1,TA,Typ,1,TA,Attchd,1975.0,RFn,418.0,TA,TA,240,38,0,0,0,0,,,,0,4,2006,170000.0
562,563,30,63.0,13907,,Reg,Gtl,Edwards,1Story,5,6,1940,1969,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,Ex,Y,996,0,0,996,1.0,0.0,1,0,3,1,TA,Typ,1,Gd,,,,0.0,,,144,0,0,0,0,0,,,,0,7,2008,108000.0
563,564,50,66.0,21780,,Reg,Gtl,Edwards,1.5Fin,6,7,1918,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,1163.0,Ex,Y,1163,511,0,1674,0.0,0.0,2,0,4,1,TA,Typ,1,Gd,Detchd,1955.0,Fin,396.0,TA,TA,72,36,0,0,144,0,,,,0,7,2008,185000.0
564,565,60,,13346,,IR1,Gtl,NoRidge,2Story,7,5,1992,2000,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,0.0,367.0,Ex,Y,1166,1129,0,2295,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,1992.0,RFn,590.0,TA,TA,0,40,0,0,0,0,,,,0,7,2006,268000.0
565,566,70,66.0,6858,,Reg,Gtl,SWISU,2Story,6,4,1915,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,TA,N,841,806,0,1647,1.0,0.0,1,1,4,1,Fa,Typ,0,,Detchd,1920.0,Unf,216.0,TA,TA,0,66,136,0,0,0,,,,0,5,2010,128000.0
566,567,60,77.0,11198,,IR1,Gtl,StoneBr,2Story,9,5,2005,2007,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,Ex,Y,1134,1370,0,2504,0.0,0.0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,2005.0,Fin,656.0,TA,TA,144,39,0,0,0,0,,,,0,6,2008,325000.0
567,568,20,70.0,10171,,IR1,Gtl,NridgHt,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,Ex,Y,1535,0,0,1535,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2004.0,RFn,532.0,TA,TA,0,0,0,0,0,0,,,,0,3,2010,214000.0
568,569,50,79.0,12327,,IR1,Mod,SawyerW,1.5Fin,8,8,1983,2009,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0.0,55.0,Ex,Y,1496,636,0,2132,1.0,0.0,1,1,1,1,Gd,Min2,1,Gd,BuiltIn,1983.0,Fin,612.0,Gd,TA,349,40,0,0,0,0,,,,0,9,2009,316600.0
569,570,90,,7032,,IR1,Gtl,NAmes,SFoyer,5,5,1979,1979,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0.0,0.0,TA,Y,943,0,0,943,1.0,0.0,1,0,2,1,TA,Typ,2,TA,Detchd,1979.0,Unf,600.0,TA,TA,42,0,0,0,0,0,,,,0,12,2006,135960.0
570,571,90,74.0,13101,,IR1,Gtl,NAmes,1Story,5,5,1965,1965,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,0.0,1497.0,TA,Y,1728,0,0,1728,0.0,0.0,2,0,6,2,TA,Typ,0,,Detchd,1987.0,Unf,576.0,TA,TA,0,0,0,0,0,0,,,,0,11,2008,142600.0
571,572,20,60.0,7332,,Reg,Gtl,NAmes,1Story,6,6,1959,1959,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414.0,Unf,0.0,450.0,Ex,Y,864,0,0,864,1.0,0.0,1,0,2,1,Gd,Typ,0,,Attchd,1959.0,Unf,288.0,TA,TA,168,0,0,0,0,0,,,,0,10,2006,120000.0
572,573,60,83.0,13159,,IR1,Gtl,Timber,2Story,7,5,2009,2009,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,846.0,Gd,Y,846,846,0,1692,0.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,2009.0,RFn,650.0,TA,TA,208,114,0,0,0,0,,,,0,7,2009,224500.0
573,574,80,76.0,9967,,IR1,Gtl,Gilbert,SLvl,7,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,Ex,Y,774,656,0,1430,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,2000.0,RFn,400.0,TA,TA,100,0,0,0,0,0,,,,0,12,2007,170000.0
574,575,80,70.0,10500,,Reg,Gtl,NAmes,SLvl,5,7,1971,2005,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,TA,Y,576,533,0,1109,0.0,1.0,1,0,3,1,TA,Typ,0,,BuiltIn,1971.0,Unf,288.0,TA,TA,35,0,0,0,0,0,,GdWo,,0,12,2007,139000.0
575,576,50,80.0,8480,,Reg,Gtl,NAmes,1.5Fin,5,5,1947,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,TA,Y,832,384,0,1216,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1947.0,Unf,336.0,TA,TA,158,0,102,0,0,0,,,,0,10,2008,118500.0
576,577,50,52.0,6292,,Reg,Gtl,SWISU,1.5Fin,7,7,1928,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,861.0,Gd,Y,877,600,0,1477,0.0,1.0,2,0,3,1,TA,Typ,1,Gd,Detchd,1928.0,Unf,216.0,TA,TA,0,50,0,0,0,0,,,,0,8,2009,145000.0
577,578,80,96.0,11777,,IR1,Gtl,Sawyer,SLvl,5,6,1966,1966,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,Ex,Y,1320,0,0,1320,1.0,0.0,1,0,3,1,TA,Typ,2,Fa,Attchd,1966.0,RFn,564.0,TA,TA,160,68,240,0,0,0,,,,0,5,2006,164500.0
578,579,160,34.0,3604,Pave,Reg,Gtl,Somerst,2Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,Ex,Y,703,689,0,1392,0.0,0.0,2,0,2,1,Gd,Typ,0,,Detchd,2007.0,Unf,540.0,TA,TA,0,102,0,0,0,0,,,,0,2,2008,146000.0
579,580,50,81.0,12150,Grvl,Reg,Gtl,OldTown,1.5Fin,5,5,1954,1954,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1050.0,Ex,N,1050,745,0,1795,0.0,0.0,2,0,4,1,TA,Typ,0,,Attchd,1954.0,Unf,352.0,Fa,TA,0,0,0,0,0,0,,,,0,11,2008,131500.0
580,581,20,,14585,,IR1,Gtl,NAmes,1Story,6,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,Ex,Y,1429,0,0,1429,0.0,1.0,1,0,3,1,Gd,Typ,2,Gd,Attchd,1960.0,Unf,572.0,TA,TA,216,110,0,0,0,0,,,,0,6,2007,181900.0
581,582,20,98.0,12704,,Reg,Gtl,NridgHt,1Story,8,5,2008,2009,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,Ex,Y,2042,0,0,2042,0.0,0.0,2,1,3,1,Ex,Typ,1,Gd,Attchd,2009.0,RFn,1390.0,TA,TA,0,90,0,0,0,0,,,,0,8,2009,253293.0
582,583,90,81.0,11841,,Reg,Gtl,Edwards,SFoyer,6,5,1990,1990,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816.0,Unf,0.0,0.0,TA,Y,816,0,0,816,1.0,0.0,1,0,3,1,TA,Typ,0,,,,,0.0,,,0,32,0,0,0,0,,,,0,5,2007,118500.0
583,584,75,75.0,13500,,Reg,Gtl,OldTown,2.5Unf,10,9,1893,2000,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,Gd,Y,1521,1254,0,2775,0.0,0.0,3,1,3,1,Gd,Typ,1,Gd,Detchd,1988.0,Unf,880.0,Gd,TA,105,502,0,0,0,0,,,,0,7,2008,325000.0
584,585,50,51.0,6120,,Reg,Gtl,BrkSide,1.5Fin,4,7,1935,1995,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,Ex,Y,989,584,0,1573,0.0,0.0,1,0,3,1,Gd,Typ,0,,Detchd,1935.0,Unf,240.0,TA,TA,0,0,54,0,120,0,,,,0,7,2009,133000.0
585,586,20,88.0,11443,,Reg,Gtl,Timber,1Story,8,5,2005,2006,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460.0,Unf,0.0,408.0,Ex,Y,2028,0,0,2028,1.0,0.0,2,0,2,1,Gd,Typ,2,Gd,Attchd,2005.0,RFn,880.0,TA,TA,326,66,0,0,0,0,,,,0,3,2006,369900.0
586,587,30,55.0,10267,,Reg,Gtl,BrkSide,1Story,6,7,1918,2000,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,Ex,Y,838,0,0,838,1.0,0.0,1,0,2,1,Fa,Typ,0,,Detchd,1961.0,Fin,275.0,TA,TA,0,0,112,0,0,0,,MnWw,,0,5,2008,130000.0
587,588,85,74.0,8740,,IR1,Gtl,Sawyer,SFoyer,5,6,1982,1982,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672.0,Unf,0.0,168.0,TA,Y,860,0,0,860,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1996.0,Unf,528.0,TA,TA,0,0,0,0,0,0,,,,0,7,2009,137000.0
588,589,20,65.0,25095,,IR1,Sev,ClearCr,1Story,5,8,1968,2003,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324.0,Unf,0.0,113.0,Ex,Y,1473,0,0,1473,2.0,0.0,1,0,1,1,Ex,Typ,2,Gd,Attchd,1968.0,Unf,452.0,TA,TA,0,48,0,0,60,0,,,,0,6,2009,143000.0
589,590,40,50.0,9100,,Reg,Gtl,BrkSide,1Story,5,6,1930,1960,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,742.0,TA,Y,779,0,156,935,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1988.0,Unf,308.0,TA,TA,0,0,0,0,0,0,,,Shed,600,8,2008,79500.0
590,591,60,64.0,8320,,Reg,Gtl,CollgCr,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,280.0,Ex,Y,770,812,0,1582,0.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,2004.0,RFn,520.0,TA,TA,0,45,0,0,0,0,,,,0,9,2008,185900.0
591,592,60,97.0,13478,,IR1,Gtl,NridgHt,2Story,10,5,2008,2008,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338.0,Unf,0.0,384.0,Ex,Y,1728,568,0,2296,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,2008.0,RFn,842.0,TA,TA,382,274,0,0,0,0,,,,0,6,2009,451950.0
592,593,20,60.0,6600,,Reg,Gtl,Mitchel,1Story,5,8,1982,2003,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,Ex,Y,816,0,0,816,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1985.0,Fin,816.0,TA,TA,0,0,0,0,0,0,,,,0,6,2008,138000.0
593,594,120,,4435,,Reg,Gtl,CollgCr,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,Ex,Y,848,0,0,848,1.0,0.0,1,0,1,1,Gd,Typ,0,,Attchd,2003.0,Fin,420.0,TA,TA,140,0,0,0,0,0,,,,0,5,2009,140000.0
594,595,20,88.0,7990,,IR1,Gtl,CollgCr,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,TA,Y,924,0,0,924,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1981.0,Unf,280.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,4,2008,110000.0
595,596,20,69.0,11302,,IR1,Gtl,StoneBr,1Story,8,5,2005,2006,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422.0,Unf,0.0,392.0,Ex,Y,1826,0,0,1826,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,2005.0,Fin,758.0,TA,TA,180,75,0,0,120,0,,,,0,8,2006,319000.0
596,597,70,60.0,3600,Grvl,Reg,Gtl,OldTown,2Story,6,7,1910,1993,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,684.0,Ex,N,684,684,0,1368,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1930.0,Unf,216.0,TA,Fa,0,158,0,0,0,0,,,,0,10,2006,114504.0
597,598,120,53.0,3922,,Reg,Gtl,Blmngtn,1Story,7,5,2006,2007,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,Ex,Y,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,Typ,1,Gd,Attchd,2006.0,Fin,648.0,TA,TA,120,16,0,0,0,0,,,,0,2,2007,194201.0
598,599,20,80.0,12984,,Reg,Gtl,Crawfor,1Story,5,6,1977,1977,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,Ex,Y,1647,0,0,1647,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,1977.0,Fin,621.0,TA,TA,0,0,0,0,0,0,,,,0,3,2006,217500.0
599,600,160,24.0,1950,,Reg,Gtl,Blueste,2Story,6,6,1980,1980,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,TA,Y,716,840,0,1556,1.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,1980.0,Fin,452.0,TA,TA,161,0,0,0,0,0,,GdPrv,,0,7,2008,151000.0
600,601,60,74.0,10927,,Reg,Gtl,NridgHt,2Story,8,5,2005,2005,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546.0,Unf,0.0,512.0,Ex,Y,1058,846,0,1904,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,BuiltIn,2003.0,Fin,736.0,TA,TA,179,60,0,0,0,0,,,,0,6,2006,275000.0
601,602,50,50.0,9000,,Reg,Gtl,IDOTRR,1.5Fin,6,6,1937,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,780.0,TA,Y,780,595,0,1375,0.0,0.0,1,1,3,1,Gd,Typ,1,Gd,Detchd,1979.0,Unf,544.0,TA,TA,0,162,0,0,126,0,,,,0,12,2007,141000.0
602,603,60,80.0,10041,,IR1,Gtl,SawyerW,2Story,8,5,1992,1992,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789.0,Unf,0.0,119.0,Ex,Y,927,988,0,1915,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,1992.0,Fin,506.0,TA,TA,120,150,0,0,0,0,,,,0,2,2006,220000.0
603,604,160,30.0,3182,Pave,Reg,Gtl,Somerst,2Story,7,5,2004,2005,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,Ex,Y,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,Typ,0,,Detchd,2004.0,RFn,480.0,TA,TA,0,172,0,0,0,0,,,,0,6,2010,151000.0
604,605,20,88.0,12803,,IR1,Gtl,CollgCr,1Story,7,5,2002,2002,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,Ex,Y,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,2002.0,RFn,530.0,TA,TA,192,36,0,0,0,0,,,,0,9,2008,221000.0
605,606,60,85.0,13600,,Reg,Gtl,NAmes,2Story,7,6,1965,1990,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0.0,314.0,TA,Y,1186,800,0,1986,0.0,0.0,2,1,3,1,TA,Typ,3,Fa,Attchd,1965.0,Unf,486.0,TA,TA,0,42,0,0,189,0,,,,0,10,2009,205000.0
