Id,MSSubClass,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,GarageFinish,GarageCars,GarageArea,EnclosedPorch,YrSold,SalePrice
237,20,CollgCr,7,5,2004,2004,Gd,Gd,1414,1414,1414,2,1,Gd,RFn,2,494,0,2010,185500
238,60,SawyerW,7,7,1993,2003,Gd,Gd,996,1014,1744,2,1,Gd,RFn,2,457,0,2010,194500
239,20,NridgHt,8,5,2007,2007,Ex,Ex,1694,1694,1694,2,1,Gd,Fin,3,818,0,2007,318000
240,50,Edwards,6,4,1945,1950,TA,TA,735,798,1487,1,1,TA,Unf,1,220,0,2010,113000
241,20,Somerst,8,5,2008,2008,Gd,Gd,1566,1566,1566,2,1,Gd,RFn,2,750,0,2010,262500
242,30,OldTown,5,9,1945,1997,TA,TA,686,866,866,1,1,Gd,NA,0,0,0,2007,110500
243,50,OldTown,5,4,1900,1950,TA,TA,540,889,1440,1,1,TA,Unf,1,352,77,2006,79000
244,160,SawyerW,6,6,1980,1980,TA,Gd,626,626,1217,1,1,TA,RFn,1,288,0,2009,120000
245,60,SawyerW,7,5,1994,2002,Gd,Gd,948,1222,2110,2,1,Gd,RFn,2,463,0,2010,205000
246,20,NWAmes,7,5,1988,1988,TA,Gd,1845,1872,1872,2,1,TA,Fin,2,604,0,2006,241500
247,190,OldTown,6,8,1910,1950,TA,Fa,1020,908,1928,2,2,Fa,Unf,1,440,112,2006,137000
248,20,NAmes,6,5,1954,1954,TA,TA,1367,1375,1375,1,1,TA,Unf,2,451,0,2006,140000
249,60,CollgCr,7,5,2003,2003,Gd,Gd,840,840,1668,2,1,Gd,RFn,2,500,0,2007,180000
250,50,ClearCr,6,7,1958,2006,Gd,Gd,1444,1444,2144,2,1,Gd,Fin,2,389,0,2007,277000
251,30,BrkSide,3,2,1940,1966,TA,TA,728,1306,1306,1,1,Fa,NA,0,0,0,2010,76500
252,120,Crawfor,8,5,2006,2007,Gd,Gd,1573,1625,1625,2,1,Gd,Fin,2,538,0,2007,235000
253,60,SawyerW,6,5,2004,2004,Gd,Gd,798,798,1640,2,1,Gd,RFn,2,520,0,2008,173000
254,80,NAmes,6,7,1964,1991,TA,Gd,1302,1302,1302,2,1,Gd,RFn,1,309,0,2007,158000
255,20,NAmes,5,6,1957,1957,TA,TA,1314,1314,1314,1,1,TA,RFn,1,294,0,2010,145000
256,60,Gilbert,7,5,1999,1999,Gd,Gd,975,1005,2291,2,1,Gd,Fin,2,429,0,2006,230000
257,60,Somerst,6,5,2003,2003,Gd,Gd,864,864,1728,2,1,Gd,RFn,2,673,0,2008,207500
258,20,CollgCr,7,5,2006,2006,Gd,Gd,1604,1604,1604,2,1,Gd,RFn,2,660,0,2009,220000
259,60,CollgCr,7,5,2001,2001,Gd,Gd,963,963,1792,2,1,Gd,RFn,2,564,0,2008,231500
260,20,OldTown,5,5,1956,1956,TA,NA,0,882,882,1,1,TA,Unf,1,308,0,2008,97000
261,80,NAmes,6,5,1962,1962,TA,TA,1362,1382,1382,1,1,TA,Unf,2,884,252,2009,176000
262,60,CollgCr,8,5,2007,2007,Gd,Ex,1482,1482,2574,2,1,Ex,Fin,3,868,0,2007,276000
263,80,Sawyer,6,7,1977,1995,TA,Gd,506,1212,1212,1,1,TA,Unf,2,492,0,2006,151000
264,50,OldTown,5,7,1929,2001,TA,TA,926,926,1316,1,1,TA,Unf,2,484,0,2010,130000
265,30,OldTown,5,5,1925,2004,TA,Fa,680,764,764,1,1,TA,Unf,2,504,0,2008,73000
266,20,NWAmes,6,6,1981,1981,TA,Gd,1422,1422,1422,2,1,Gd,Fin,2,576,0,2008,175500
267,60,Gilbert,6,5,1997,1997,TA,Gd,802,802,1511,2,1,TA,Fin,2,413,0,2006,185000
268,75,SWISU,5,8,1939,1997,TA,TA,720,1052,2192,2,1,Gd,Unf,1,240,0,2008,179500
269,30,IDOTRR,5,6,1940,1955,TA,TA,740,778,778,1,1,TA,Fin,1,924,0,2008,120500
270,20,Edwards,6,7,1976,1976,TA,TA,1143,1113,1113,1,1,TA,RFn,1,504,0,2007,148000
271,60,Somerst,8,5,2006,2006,Gd,Gd,1095,1095,1939,2,1,Gd,RFn,3,1053,0,2006,266000
272,20,ClearCr,7,7,1954,2005,TA,Gd,1385,1363,1363,1,1,TA,Unf,2,439,0,2008,241500
273,60,NoRidge,8,7,1999,2007,Gd,Gd,1152,1164,2270,2,1,Gd,Fin,3,671,0,2010,290000
274,20,NAmes,6,6,1958,1988,TA,TA,1240,1632,1632,2,1,TA,RFn,1,338,0,2009,139000
275,20,Mitchel,5,7,1982,1982,TA,TA,816,816,816,1,1,TA,Unf,1,264,0,2007,124500
276,50,BrkSide,7,7,1925,2007,Gd,TA,952,952,1548,2,1,Ex,Unf,2,672,0,2009,205000
277,20,Mitchel,7,5,2003,2003,Gd,Ex,1560,1560,1560,2,1,Gd,Fin,2,573,0,2010,201000
278,20,Gilbert,4,5,1951,1951,TA,TA,864,864,864,1,1,TA,Unf,2,400,0,2010,141000
279,20,NridgHt,9,5,2006,2007,Ex,Ex,2121,2121,2121,2,1,Ex,Fin,3,732,0,2007,415298
280,60,ClearCr,7,5,1977,1977,TA,Gd,1160,1156,2022,2,1,TA,Fin,2,505,0,2008,192000
281,60,SawyerW,7,6,1989,1989,Gd,Gd,807,1175,1982,2,1,Gd,Fin,2,575,0,2007,228500
282,20,Somerst,6,5,2006,2006,Gd,Gd,1262,1262,1262,2,1,Gd,Fin,2,572,0,2006,185000
283,120,NridgHt,7,5,2007,2008,Gd,Gd,1314,1314,1314,2,1,Gd,RFn,2,626,0,2009,207500
284,20,Somerst,8,5,2008,2009,Gd,Gd,1468,1468,1468,2,1,Gd,Fin,3,898,0,2009,244600
285,120,SawyerW,6,5,1992,1992,Gd,Gd,1575,1575,1575,2,1,Gd,RFn,2,529,52,2007,179200
286,160,Somerst,7,5,2006,2007,Gd,Gd,625,625,1250,2,1,Gd,RFn,2,528,0,2007,164700
287,50,NAmes,6,7,1962,1981,TA,TA,912,1085,1734,1,1,Gd,RFn,2,440,0,2006,159000
288,20,NAmes,4,4,1971,1971,TA,TA,858,858,858,1,1,TA,NA,0,0,0,2006,88000
289,20,Sawyer,5,5,1967,1967,TA,TA,882,900,900,1,1,TA,Unf,1,280,0,2010,122000
290,70,BrkSide,6,7,1915,2003,TA,TA,698,698,1396,1,1,TA,Unf,1,384,0,2007,153575
291,60,CollgCr,8,5,2006,2006,Gd,Gd,1079,1079,1919,2,1,Gd,RFn,2,685,0,2006,233230
292,190,SWISU,5,6,1912,2000,TA,TA,780,936,1716,2,1,Fa,NA,0,0,0,2008,135900
293,50,Edwards,5,4,1949,2008,TA,TA,768,1148,1716,1,1,TA,Unf,1,281,0,2009,131000
294,60,NWAmes,7,7,1977,1994,TA,TA,795,1468,2263,2,1,Gd,Fin,2,539,0,2006,235000
295,20,NAmes,6,5,1953,1953,TA,TA,1416,1644,1644,1,1,TA,Fin,2,418,0,2009,167000
296,80,Mitchel,6,6,1984,1984,TA,TA,1003,1003,1003,1,1,TA,Unf,2,588,0,2006,142500
297,50,IDOTRR,5,5,1950,1950,TA,TA,910,910,1558,1,1,TA,Unf,1,282,0,2007,152000
298,60,Somerst,7,5,1997,1998,Gd,Gd,975,975,1950,2,1,Gd,RFn,2,576,0,2007,239000
299,60,NWAmes,6,6,1968,1968,Gd,TA,702,1041,1743,1,1,TA,Unf,2,539,0,2007,175000
300,20,Crawfor,6,8,1950,2004,TA,TA,1092,1152,1152,1,1,Gd,Unf,1,300,0,2009,158500
301,190,Crawfor,5,5,1953,1953,TA,TA,1165,1336,1336,1,1,TA,Unf,1,375,0,2006,157000
302,60,CollgCr,8,5,1998,1999,Gd,Gd,1028,1210,2452,2,1,Gd,Fin,2,683,0,2007,267000
303,20,CollgCr,7,5,2001,2002,Gd,Gd,1541,1541,1541,2,1,Gd,RFn,3,843,0,2006,205000
304,20,CollgCr,5,7,1972,1972,TA,TA,894,894,894,1,1,TA,Unf,2,552,0,2006,149900
305,75,OldTown,7,9,1880,2002,TA,TA,1470,1675,3493,3,1,Gd,Unf,3,870,0,2008,295000
306,20,CollgCr,8,5,2004,2005,Gd,Gd,2000,2000,2000,2,1,Gd,Fin,3,888,0,2007,305900
307,60,SawyerW,7,5,1990,1991,Gd,Gd,700,1122,2243,2,1,Gd,RFn,3,746,224,2007,225000
308,50,IDOTRR,6,7,1920,1950,TA,TA,319,1035,1406,1,1,Fa,NA,0,0,0,2008,89500
309,30,Edwards,4,5,1940,1950,TA,TA,861,861,861,1,1,TA,Unf,2,539,0,2009,82500
310,20,NridgHt,9,5,2003,2004,Gd,Ex,1896,1944,1944,2,1,Ex,Fin,3,708,0,2006,360000
311,60,Gilbert,6,5,1993,1994,TA,Gd,697,697,1501,2,1,Gd,Fin,2,420,0,2006,165600
312,20,NAmes,6,6,1948,2002,TA,TA,972,972,972,1,1,TA,Unf,1,240,0,2009,132000
313,190,OldTown,5,7,1939,1950,TA,Gd,793,793,1118,1,1,TA,Unf,2,410,0,2006,119900
314,20,Timber,7,5,1965,1965,TA,Gd,2136,2036,2036,2,1,TA,RFn,2,513,0,2009,375000
315,70,OldTown,7,7,1925,1990,TA,TA,728,832,1641,1,1,Ex,Unf,2,546,234,2006,178000
316,60,Gilbert,7,5,2004,2005,Gd,Gd,716,716,1432,2,1,Gd,Fin,2,432,0,2009,188500
317,60,NWAmes,7,7,1980,1980,Gd,Gd,845,1153,2353,2,1,Ex,RFn,2,484,0,2009,260000
318,60,Somerst,8,5,2006,2006,Gd,Gd,1088,1088,1959,2,1,Gd,RFn,3,1025,0,2007,270000
319,60,NoRidge,7,5,1993,1993,Gd,Gd,1347,1372,2646,2,1,Gd,RFn,3,656,144,2009,260000
320,80,NWAmes,7,5,1980,1980,TA,Gd,1372,1472,1472,2,1,TA,Unf,2,588,0,2009,187500
321,60,NridgHt,9,5,2006,2006,TA,Ex,1249,1249,2596,3,1,Gd,RFn,3,840,0,2006,342643
322,60,NridgHt,8,5,2004,2004,Gd,Ex,1136,1136,2468,2,1,Gd,Fin,3,872,0,2007,354000
323,60,SawyerW,7,5,1986,1987,Gd,TA,1502,1553,2730,2,1,Gd,Fin,2,576,0,2007,301000
324,20,OldTown,3,8,1955,2005,TA,TA,1162,1163,1163,1,1,TA,Unf,1,220,0,2006,126175
325,80,NAmes,7,7,1967,2007,Gd,Gd,710,1898,2978,2,1,Gd,Fin,2,564,0,2010,242000
326,45,IDOTRR,5,6,1941,1950,TA,TA,720,803,803,1,1,TA,Unf,2,360,244,2007,87000
327,120,Veenker,8,5,1993,1993,Gd,Gd,1719,1719,1719,1,1,Gd,Fin,2,473,0,2008,324000
328,20,NAmes,6,5,1960,1960,TA,TA,1383,1383,1383,1,1,TA,RFn,1,292,0,2006,145250
329,75,BrkSide,6,6,1916,1994,TA,TA,844,1445,2134,2,1,Gd,Unf,2,441,268,2009,214500
330,70,IDOTRR,5,5,1920,1950,TA,TA,596,596,1192,1,1,TA,Unf,1,189,137,2009,78000
331,90,NAmes,5,4,1964,1964,TA,TA,1728,1728,1728,2,2,TA,Unf,1,352,0,2007,119000
332,20,NAmes,5,6,1958,1992,TA,TA,1056,1056,1056,1,1,TA,RFn,1,308,0,2007,139000
333,20,NridgHt,8,5,2003,2004,Gd,Gd,3206,1629,1629,2,1,Gd,RFn,3,880,0,2009,284000
334,120,NridgHt,7,5,2004,2004,Gd,Gd,1358,1358,1358,2,1,Gd,RFn,2,484,0,2008,207000
335,60,Gilbert,6,5,1998,1998,TA,Gd,943,943,1638,2,1,TA,Fin,2,472,0,2008,192000
336,190,Timber,5,6,1965,1965,TA,TA,1499,1619,1786,2,1,TA,Fin,2,529,0,2008,228950
337,20,StoneBr,9,5,2005,2006,Gd,Ex,1922,1922,1922,2,1,Gd,Fin,3,676,0,2007,377426
338,20,CollgCr,7,5,2002,2003,Gd,Gd,1536,1536,1536,2,1,Gd,RFn,2,532,0,2008,214000
339,20,NWAmes,7,7,1984,1998,Gd,Gd,1208,1621,1621,2,1,Gd,RFn,2,440,0,2006,202500
340,20,NAmes,6,7,1958,1998,TA,TA,1215,1215,1215,1,1,TA,Unf,1,297,0,2009,155000
341,60,Timber,8,5,2002,2002,Gd,Gd,967,993,1908,2,1,Gd,Fin,2,431,0,2010,202900
342,20,SawyerW,4,4,1950,1950,Fa,TA,721,841,841,1,1,TA,Unf,1,294,24,2009,82000
343,90,NAmes,3,4,1949,1950,TA,NA,0,1040,1040,2,2,TA,Unf,2,400,0,2006,87500
344,120,NridgHt,9,5,2005,2005,Ex,Ex,1684,1684,1684,2,1,Ex,RFn,2,564,0,2008,266000
345,160,MeadowV,5,3,1976,1976,TA,Gd,536,536,1112,1,1,TA,Unf,1,336,0,2010,85000
346,50,BrkSide,6,5,1939,1950,TA,TA,972,972,1577,1,1,Fa,Unf,1,312,0,2006,140200
347,20,NAmes,6,8,1960,1998,TA,TA,958,958,958,1,1,TA,RFn,1,301,0,2007,151500
348,20,NAmes,6,5,1960,1960,TA,TA,1478,1478,1478,2,1,TA,Unf,2,498,0,2009,157500
349,160,NridgHt,7,5,2003,2004,Gd,Gd,764,764,1626,2,1,Gd,RFn,2,474,0,2008,154000
350,60,NridgHt,9,5,2005,2006,Ex,Ex,1848,1848,2728,2,1,Ex,Fin,3,706,0,2006,437154
351,120,NridgHt,9,5,2007,2007,Ex,Ex,1869,1869,1869,2,1,Ex,RFn,2,617,0,2007,318061
352,120,ClearCr,7,5,1986,1986,TA,Gd,1453,1453,1453,1,1,Gd,RFn,2,445,0,2006,190000
353,50,Edwards,5,6,1941,1950,TA,TA,616,616,1111,1,1,TA,Unf,1,200,0,2008,95000
354,30,OldTown,6,8,1928,2003,TA,TA,624,720,720,1,1,TA,Unf,2,484,0,2010,105900
355,50,SWISU,6,5,1940,2000,TA,TA,940,1192,1595,1,1,TA,Unf,1,240,108,2006,140000
356,20,CollgCr,6,5,1995,1995,Gd,Gd,1200,1200,1200,2,1,Gd,RFn,2,521,0,2007,177500
357,20,Gilbert,6,6,1992,1992,TA,Gd,1158,1167,1167,2,1,Gd,RFn,2,400,0,2009,173000
358,120,MeadowV,5,5,1976,1976,TA,Gd,1142,1142,1142,1,1,TA,Fin,2,528,0,2007,134000
359,80,ClearCr,5,4,1958,1958,TA,TA,1062,1352,1352,1,1,Gd,Unf,1,288,294,2006,130000
360,60,NoRidge,8,5,1998,1998,Gd,Gd,1086,1086,1924,2,1,Gd,RFn,2,592,0,2006,280000
361,85,Mitchel,6,6,1978,1978,TA,Gd,888,912,912,1,1,TA,RFn,2,470,0,2007,156000
362,50,BrkSide,5,5,1940,1982,TA,TA,883,988,1505,1,1,TA,Unf,1,240,0,2008,145000
363,85,Edwards,7,5,2003,2003,Gd,NA,0,495,1922,3,1,Gd,RFn,2,672,177,2009,198500
364,160,BrDale,6,8,1972,2007,TA,TA,483,483,987,1,1,Gd,Unf,1,264,0,2009,118000
365,60,NWAmes,6,5,1976,1976,TA,Gd,796,790,1574,2,1,TA,Fin,2,566,0,2006,190000
366,70,IDOTRR,5,7,1920,1997,TA,TA,672,672,1344,1,1,TA,Unf,1,468,218,2009,147000
367,20,NAmes,6,5,1963,1963,TA,Gd,1394,1394,1394,1,1,TA,RFn,2,514,0,2009,159000
368,80,NAmes,6,5,1962,1962,TA,Gd,1099,1431,1431,1,1,TA,RFn,1,296,0,2008,165000
369,20,NAmes,5,6,1954,1954,TA,TA,1268,1268,1268,1,1,TA,Fin,1,244,0,2010,132000
370,20,NAmes,5,7,1959,2006,TA,TA,1063,1287,1287,1,1,Gd,Fin,2,576,0,2010,162000
371,60,Gilbert,6,5,2000,2000,TA,Gd,953,953,1664,2,1,TA,RFn,2,460,0,2006,172400
372,50,ClearCr,4,4,1959,1959,TA,NA,0,1120,1588,2,1,TA,Fin,2,680,0,2008,134432
373,120,SawyerW,6,5,1984,1984,TA,Gd,744,752,752,1,1,TA,Unf,1,264,0,2010,125000
374,20,NAmes,5,6,1953,1953,TA,TA,608,1319,1319,1,1,TA,Unf,1,270,0,2009,123000
375,60,CollgCr,7,5,2003,2004,Gd,Gd,847,847,1928,2,1,Gd,Fin,2,434,0,2007,219500
376,30,Edwards,1,1,1922,1950,Fa,Fa,683,904,904,0,1,Fa,NA,0,0,0,2009,61000
377,85,CollgCr,5,5,1996,1996,Gd,Gd,870,914,914,1,1,TA,Unf,2,576,0,2006,148000
378,60,Somerst,8,5,2004,2005,Gd,Gd,1580,1580,2466,3,1,Gd,RFn,2,610,0,2007,340000
379,20,StoneBr,9,2,2010,2010,Gd,Ex,1856,1856,1856,1,1,Ex,Fin,3,834,0,2010,394432
380,60,Gilbert,6,5,2000,2000,TA,Gd,982,1007,1800,2,1,TA,Fin,2,463,0,2009,179000
381,50,SWISU,5,6,1924,1950,TA,TA,1026,1026,1691,2,1,Gd,Unf,1,308,242,2010,127000
382,20,Somerst,7,5,2006,2006,Gd,Gd,1293,1301,1301,2,1,Gd,RFn,2,572,0,2006,187750
383,60,CollgCr,7,5,2006,2006,Gd,Gd,939,939,1797,2,1,Gd,RFn,2,639,0,2007,213500
384,45,SawyerW,6,3,1928,1950,TA,Fa,784,784,784,1,1,TA,Unf,2,360,91,2009,76000
385,60,ClearCr,6,5,1992,1992,Gd,Gd,1580,1079,1953,2,1,Gd,Fin,2,501,0,2007,240000
386,120,Blmngtn,8,5,2004,2005,Gd,Gd,1256,1269,1269,2,1,Gd,Fin,2,430,0,2010,192000
387,50,Edwards,5,3,1910,1996,TA,TA,658,658,1184,1,1,TA,NA,0,0,0,2006,81000
388,80,Edwards,6,6,1976,1976,TA,TA,1041,1125,1125,1,1,TA,Unf,1,352,0,2009,125000
389,20,CollgCr,7,5,1999,2000,Gd,Gd,1468,1479,1479,2,1,Gd,RFn,2,577,0,2008,191000
390,60,NridgHt,10,5,2007,2008,Ex,Ex,1682,1742,2332,2,1,Ex,Fin,3,846,0,2008,426000
391,50,Edwards,5,8,1900,1950,TA,TA,861,961,1367,1,1,TA,Unf,1,384,112,2008,119000
392,60,Mitchel,6,5,2001,2002,TA,Ex,804,804,1961,2,1,Gd,Fin,2,560,0,2009,215000
393,20,NAmes,5,7,1959,1959,TA,NA,0,882,882,1,1,TA,RFn,1,294,0,2007,106500
394,30,BrkSide,4,5,1941,1950,TA,TA,788,788,788,1,1,TA,NA,0,0,0,2006,100000
395,50,OldTown,5,6,1940,1950,TA,TA,735,735,1034,1,1,TA,Unf,1,240,0,2007,109000
396,20,Edwards,5,6,1956,1956,TA,TA,1144,1144,1144,1,1,TA,Unf,1,596,0,2010,129000
397,20,CollgCr,5,5,1972,1972,TA,TA,894,894,894,1,1,TA,RFn,2,600,0,2009,123000
398,60,NAmes,5,5,1962,1962,TA,TA,864,876,1812,2,1,TA,RFn,1,264,0,2007,169500
399,30,IDOTRR,5,2,1920,1950,TA,Fa,961,1077,1077,1,1,TA,Unf,1,338,0,2007,67000
400,60,Somerst,7,5,2006,2007,Gd,Gd,1092,1112,1550,2,1,Gd,Fin,2,438,0,2009,241000
401,120,Veenker,8,5,1996,1996,Gd,Gd,1260,1288,1288,1,1,Ex,Fin,2,500,0,2008,245500
402,20,CollgCr,7,5,2005,2005,Gd,Gd,1310,1310,1310,2,1,Gd,Fin,2,400,0,2006,164990
403,30,Sawyer,5,8,1940,1997,TA,TA,672,672,672,1,1,TA,Unf,1,240,0,2008,108000
404,60,NoRidge,8,5,1998,1998,Gd,Gd,1141,1165,2263,2,1,Gd,Fin,2,420,0,2006,258000
405,60,Gilbert,6,5,1995,1996,TA,Gd,806,806,1572,2,1,TA,Fin,2,373,0,2007,168000
406,20,Sawyer,4,4,1976,1993,TA,TA,1281,1620,1620,2,1,TA,Unf,2,490,0,2009,150000
407,50,SWISU,6,5,1936,1950,TA,TA,1064,1166,1639,1,1,TA,Unf,1,240,0,2008,115000
408,70,Crawfor,6,7,1915,1976,TA,Gd,840,840,1680,2,1,TA,Unf,1,308,160,2008,177000
409,60,NridgHt,7,5,2006,2006,Gd,Ex,1063,1071,2172,2,1,Gd,RFn,3,947,0,2007,280000
410,60,Somerst,8,5,2007,2008,Gd,Ex,1034,1050,2078,2,1,Ex,Fin,3,836,0,2008,339750
411,20,Edwards,5,3,1958,1958,TA,TA,1276,1276,1276,1,1,TA,Unf,1,350,0,2009,60000
412,190,Gilbert,5,5,1955,1955,TA,TA,1056,1056,1056,1,1,TA,Fin,2,572,0,2006,145000
413,20,Somerst,7,5,2009,2009,Ex,Ex,1470,1478,1478,2,1,Gd,Fin,2,484,0,2010,222000
414,30,OldTown,5,6,1927,1950,TA,TA,1008,1028,1028,1,1,TA,Unf,2,360,130,2010,115000
415,60,SawyerW,7,5,1993,1993,Gd,Gd,1080,1080,2097,2,1,Gd,Unf,3,678,0,2008,228000
416,20,Gilbert,7,5,2007,2007,Gd,Gd,1340,1340,1340,2,1,Gd,Fin,2,396,0,2007,181134
417,60,Sawyer,6,7,1978,1978,TA,TA,672,672,1400,1,1,TA,Fin,2,440,0,2006,149500
418,70,Crawfor,6,6,1918,1950,TA,Gd,1370,1370,2624,2,1,TA,Unf,3,864,0,2007,239000
419,50,Edwards,5,6,1940,1950,TA,TA,756,756,1134,1,1,TA,Unf,1,240,0,2007,126000
420,20,NAmes,5,6,1968,1968,TA,TA,1056,1056,1056,1,1,TA,Unf,1,304,184,2010,142000
421,90,Mitchel,7,5,1997,1998,TA,Gd,1344,1344,1344,2,2,TA,Fin,4,784,0,2008,206300
422,20,NWAmes,6,7,1977,2000,Gd,Gd,1602,1602,1602,2,1,Gd,Fin,2,529,0,2009,215000
423,20,Mitchel,5,5,1954,1954,TA,TA,988,988,988,1,1,TA,RFn,2,520,0,2008,113000
424,60,NoRidge,8,5,1998,1998,Gd,Gd,1470,1470,2630,2,1,Gd,Fin,3,696,0,2008,315000
425,20,NAmes,6,5,1956,1956,TA,Gd,1196,1196,1196,1,1,TA,RFn,1,297,0,2008,139000
426,60,OldTown,7,8,1946,1992,TA,TA,651,707,1389,1,1,TA,Unf,1,240,126,2009,135000
427,80,SawyerW,7,5,1989,1989,Gd,Gd,1518,1644,1644,2,1,Gd,Fin,2,569,0,2009,275000
428,20,NAmes,4,6,1957,1957,TA,TA,907,907,907,1,1,TA,Unf,1,352,0,2008,109008
429,20,CollgCr,7,5,2007,2007,Gd,Gd,1208,1208,1208,2,1,Gd,RFn,2,628,0,2007,195400
430,20,Timber,6,5,1988,1988,TA,Gd,1392,1412,1412,2,1,Gd,Unf,2,576,169,2009,175000
431,160,BrDale,6,5,1971,1971,TA,TA,483,483,987,1,1,TA,Unf,1,264,0,2008,85400
432,50,OldTown,6,7,1920,1998,TA,TA,901,1088,1198,1,1,TA,NA,0,0,0,2008,79900
433,160,BrDale,5,5,1971,1971,TA,TA,765,765,1365,1,1,TA,Unf,2,440,0,2007,122500
434,60,Gilbert,6,5,1997,1998,TA,Gd,926,926,1604,2,1,TA,Fin,2,470,0,2008,181000
435,180,MeadowV,4,7,1972,1972,TA,Gd,630,630,630,1,1,TA,NA,0,0,0,2008,81000
436,60,CollgCr,7,6,1996,1996,Gd,Gd,799,827,1661,2,1,Gd,RFn,2,550,0,2009,212000
437,50,OldTown,6,8,1920,1950,TA,Fa,648,734,1118,1,1,TA,Unf,2,440,0,2006,116000
438,45,BrkSide,6,7,1926,2004,Gd,TA,884,904,904,1,1,TA,Unf,1,180,105,2009,119000
439,30,Crawfor,5,6,1913,2002,TA,TA,440,694,694,1,1,Gd,Unf,1,352,34,2007,90350
440,50,Edwards,6,8,1920,2000,TA,TA,684,684,1196,1,1,Gd,Unf,2,528,0,2009,110000
441,20,NridgHt,10,5,2008,2008,Ex,Ex,3094,2402,2402,2,1,Ex,Fin,3,672,0,2009,555000
442,90,Edwards,4,4,1955,1955,TA,TA,1440,1440,1440,2,2,Fa,NA,0,0,0,2008,118000
443,50,BrkSide,5,7,1930,1992,TA,TA,1078,1128,1573,2,1,TA,Unf,2,360,0,2008,162900
444,120,Blmngtn,7,5,2006,2007,Gd,Ex,1258,1258,1258,2,1,Gd,Fin,3,648,0,2007,172500
445,60,CollgCr,7,5,1994,1995,Gd,Gd,915,933,1908,2,1,Gd,Unf,2,493,0,2008,210000
446,20,Edwards,6,5,1956,1956,TA,TA,1436,1689,1689,1,1,TA,Unf,2,480,0,2009,127500
447,20,NAmes,6,6,1966,2002,Gd,TA,1517,1888,1888,2,1,Gd,Fin,2,578,0,2010,190000
448,60,Gilbert,7,5,1998,1999,Gd,Gd,930,956,1886,2,1,Gd,Fin,2,431,0,2006,199900
449,50,IDOTRR,6,6,1937,1950,TA,TA,780,780,1376,2,1,TA,Unf,1,198,0,2006,119500
450,50,OldTown,3,7,1948,2002,TA,TA,649,679,1183,1,1,TA,Unf,1,308,0,2007,120000
451,30,OldTown,6,8,1930,2005,TA,TA,813,813,813,1,1,Gd,Unf,1,270,0,2006,110000
452,20,ClearCr,7,5,1975,1975,TA,Gd,1533,1533,1533,2,1,Gd,Unf,2,576,0,2006,280000
453,60,Timber,6,5,1996,1997,Gd,Ex,872,888,1756,2,1,TA,Fin,2,422,0,2007,204000
454,60,Somerst,8,5,2008,2008,Gd,Gd,768,786,1590,2,1,Gd,RFn,2,676,0,2009,210000
455,90,Mitchel,5,5,1976,1976,TA,TA,1728,1728,1728,2,2,TA,Unf,2,560,0,2006,188000
456,20,NWAmes,7,6,1973,1973,TA,TA,1242,1242,1242,1,1,TA,Unf,2,528,0,2007,175500
457,70,OldTown,5,5,1916,1950,TA,TA,624,624,1344,1,1,TA,Unf,3,513,96,2008,98000
458,20,ClearCr,4,6,1954,1994,TA,Gd,1364,1663,1663,1,1,Gd,Fin,2,529,0,2008,256000
459,70,OldTown,8,7,1925,1996,TA,TA,588,833,1666,1,1,Gd,Unf,1,228,0,2008,161000
460,50,BrkSide,5,4,1950,1950,TA,TA,709,979,1203,1,1,Gd,Unf,1,352,248,2009,110000
461,60,Somerst,8,5,2009,2009,Gd,Gd,832,832,1935,2,1,TA,Fin,2,552,0,2009,263435
462,70,SWISU,7,9,1936,2007,Gd,Gd,560,575,1135,1,1,Gd,RFn,2,576,0,2009,155000
463,20,Sawyer,5,5,1965,1965,TA,TA,864,864,864,1,1,TA,Unf,1,360,236,2009,62383
464,70,Crawfor,6,7,1934,1995,TA,TA,715,849,1660,1,1,TA,Unf,1,240,0,2008,188700
465,20,CollgCr,5,5,1978,1978,TA,Gd,1040,1040,1040,2,1,TA,NA,0,0,0,2009,124000
466,120,Blmngtn,7,5,2004,2004,Gd,Gd,1375,1414,1414,2,1,Gd,Fin,2,398,0,2006,178740
467,20,NAmes,7,5,1970,1970,TA,TA,1277,1277,1277,1,1,TA,Unf,2,526,0,2007,167000
468,70,NAmes,5,7,1942,1995,TA,TA,728,888,1644,1,1,Gd,Unf,1,312,0,2007,146500
469,20,NridgHt,8,5,2006,2006,Gd,Gd,1626,1634,1634,2,1,Gd,RFn,3,866,0,2007,250000
470,60,SawyerW,6,5,1993,1993,Gd,Gd,832,832,1710,2,1,Gd,RFn,2,506,0,2008,187000
471,120,StoneBr,8,5,1985,1985,Gd,Gd,1488,1502,1502,1,1,Gd,RFn,2,528,0,2010,212000
472,60,NWAmes,7,6,1977,1977,TA,Gd,808,1161,1969,2,1,TA,RFn,2,534,0,2007,190000
473,180,Edwards,6,5,2005,2005,TA,Gd,547,1072,1072,1,1,TA,RFn,2,525,0,2008,148000
474,20,NridgHt,8,5,2006,2007,Gd,Ex,1976,1976,1976,2,1,Gd,RFn,3,908,0,2007,440000
